example_id,doc_id,query,text,true_label,score
example_206,DOC20601,"Non-pharmacological and alternative treatment modalities for seasonal allergies, explicitly not involving antihistamines","Regular nasal saline rinses can prove remarkably effective in physically clearing bothersome allergens from the nasal passages, thereby directly reducing bothersome congestion and alleviating irritating inflammation, offering a simple yet potent mechanical solution.",0,0.9519845247268677
example_206,DOC20602,"Non-pharmacological and alternative treatment modalities for seasonal allergies, explicitly not involving antihistamines","Acupuncture and certain traditional herbal remedies, notably butterbur, have demonstrated encouraging preliminary promise in alleviating the constellation of seasonal allergy symptoms for a subset of individuals seeking complementary and alternative therapeutic options.",0,0.9841962456703186
example_206,DOC20603,"Non-pharmacological and alternative treatment modalities for seasonal allergies, explicitly not involving antihistamines","In stark contrast, antihistamine medications, including widely accessible compounds such as loratadine or cetirizine, are universally and extensively employed as the conventional first-line pharmacologic treatment for the symptomatic management of allergic rhinitis.",1,0.9375770092010498
example_206,DOC20604,"Non-pharmacological and alternative treatment modalities for seasonal allergies, explicitly not involving antihistamines","A significant majority of readily available over-the-counter allergy medications exert their primary therapeutic effects by specifically blocking histamine receptors, thereby effectively mitigating common allergic symptoms like incessant sneezing and bothersome itching.",1,0.12037694454193115
example_206,DOC20605,"Non-pharmacological and alternative treatment modalities for seasonal allergies, explicitly not involving antihistamines","Stronger prescription antihistamines may become absolutely necessary for the effective management of severe, debilitating allergic reactions or persistent chronic urticaria that has proven intractable and not adequately controlled by other less potent means.",1,0.2939389944076538
example_206,DOC20606,"Non-pharmacological and alternative treatment modalities for seasonal allergies, explicitly not involving antihistamines","Many comprehensive and effective combination therapies for allergic conditions frequently incorporate an antihistamine as a key component, synergistically combined with a decongestant, to achieve more complete and encompassing symptom relief for patients.",1,0.006074488162994385
example_207,DOC20701,"Effective strategies for the comprehensive management of irritable bowel syndrome (IBS) symptoms, explicitly not including dietary modifications","Implementing consistent stress reduction techniques, such as the calming practices of yoga, focused meditation, and guided imagery, can remarkably improve the severity and frequency of IBS symptoms by directly modulating and soothing the intricate gut-brain axis, promoting a sense of internal balance.",0,0.8882791996002197
example_207,DOC20702,"Effective strategies for the comprehensive management of irritable bowel syndrome (IBS) symptoms, explicitly not including dietary modifications","Specific probiotic supplements, containing carefully selected and beneficial bacterial strains, have consistently demonstrated significant efficacy in normalizing the perturbed gut flora and effectively reducing bothersome symptoms like excessive bloating and abdominal discomfort in many IBS sufferers.",0,0.480219304561615
example_207,DOC20703,"Effective strategies for the comprehensive management of irritable bowel syndrome (IBS) symptoms, explicitly not including dietary modifications","In sharp contrast, rigorous adherence to a low-FODMAP diet is a very common and highly effective dietary intervention universally recommended for a significant proportion of individuals diagnosed with IBS, aiming to substantially reduce symptoms by limiting fermentable carbohydrates.",1,0.05472707748413086
example_207,DOC20704,"Effective strategies for the comprehensive management of irritable bowel syndrome (IBS) symptoms, explicitly not including dietary modifications","Elimination diets are regrettably often recommended as a diagnostic and therapeutic tool to precisely identify specific dietary triggers and food sensitivities that unequivocally exacerbate IBS symptoms in highly susceptible patients, requiring careful and systematic removal of foods.",1,0.12423509359359741
example_207,DOC20705,"Effective strategies for the comprehensive management of irritable bowel syndrome (IBS) symptoms, explicitly not including dietary modifications","Strategically limiting the intake of gas-producing foods, such as certain legumes like beans and a variety of specific vegetables, constitutes a crucial and fundamental dietary strategy in the ongoing management and alleviation of many uncomfortable IBS symptoms.",1,0.004856228828430176
example_207,DOC20706,"Effective strategies for the comprehensive management of irritable bowel syndrome (IBS) symptoms, explicitly not including dietary modifications","A considerable number of individuals suffering from IBS report significant symptomatic relief by proactively avoiding highly processed foods and instead consciously opting for a dietary pattern that is primarily centered around whole, unprocessed food sources, promoting better gut health.",1,0.4813845753669739
example_209,DOC20901,Proactive prevention strategies for cardiovascular disease that do not encompass statin therapy,"Engaging in regular physical activity, such as consistent brisk walking or cycling, significantly and independently reduces the overall risk of developing heart disease while simultaneously improving beneficial cholesterol profiles, contributing to robust cardiovascular health.",0,0.972529947757721
example_209,DOC20902,Proactive prevention strategies for cardiovascular disease that do not encompass statin therapy,"Consciously adopting a heart-healthy dietary pattern, characterized by an abundant intake of diverse fruits, a wide array of vegetables, and wholesome whole grains, is unequivocally fundamental for the effective primary prevention of adverse cardiovascular events, promoting arterial health.",0,0.9732738137245178
example_209,DOC20903,Proactive prevention strategies for cardiovascular disease that do not encompass statin therapy,"Statin medications are exceptionally common pharmacological agents specifically prescribed to effectively lower detrimental LDL cholesterol levels and, consequently, profoundly reduce the long-term risk of atherosclerotic cardiovascular disease, which underlies many heart conditions.",1,0.985855221748352
example_209,DOC20904,Proactive prevention strategies for cardiovascular disease that do not encompass statin therapy,"For individuals identified with an elevated cardiovascular risk profile, statin therapy serves as a primary and indispensable pharmacologic intervention aimed at robustly preventing the occurrence of debilitating heart attacks and life-altering strokes, offering critical protection.",1,0.7336274981498718
example_209,DOC20905,Proactive prevention strategies for cardiovascular disease that do not encompass statin therapy,"Numerous established clinical guidelines consistently recommend initiating statin therapy based on a thorough assessment of a patient's calculated 10-year atherosclerotic cardiovascular disease risk score, ensuring targeted and appropriate prescription.",1,0.23870760202407837
example_209,DOC20906,Proactive prevention strategies for cardiovascular disease that do not encompass statin therapy,"High-intensity statin therapy has been rigorously demonstrated to be particularly efficacious in substantially reducing the incidence of major adverse cardiovascular events in those patients who already have established heart disease, providing potent secondary prevention.",1,0.44333332777023315
example_210,DOC21001,"Alternative surgical interventions for the management of obesity, specifically excluding bariatric surgery procedures","Liposuction is a cosmetic surgical procedure capable of removing localized, stubborn fat deposits, but it is unequivocally not considered a comprehensive treatment for systemic obesity itself, nor does it address the underlying metabolic complications associated with excess weight.",0,0.9802485704421997
example_210,DOC21002,"Alternative surgical interventions for the management of obesity, specifically excluding bariatric surgery procedures","Abdominoplasty, commonly known as a tummy tuck, is a reconstructive surgical procedure that addresses excess skin and residual fat following significant weight loss, but it does not, in itself, induce actual weight reduction or address the root causes of obesity.",0,0.9375770092010498
example_210,DOC21003,"Alternative surgical interventions for the management of obesity, specifically excluding bariatric surgery procedures","Gastric bypass surgery represents a highly effective and transformative bariatric procedure, leading to substantial and remarkably sustained weight loss, alongside significant improvements in obesity-related comorbidities, for eligible patients.",1,0.022187411785125732
example_210,DOC21004,"Alternative surgical interventions for the management of obesity, specifically excluding bariatric surgery procedures","Sleeve gastrectomy, another prominent restrictive bariatric surgery, involves the surgical removal of a significant portion of the stomach, thereby drastically reducing its capacity for food intake and contributing to sustained weight loss.",1,0.6671819686889648
example_210,DOC21005,"Alternative surgical interventions for the management of obesity, specifically excluding bariatric surgery procedures","Adjustable gastric banding is a reversible bariatric procedure that physically restricts food intake by strategically placing an inflatable band around the upper part of the stomach, creating a smaller pouch for food.",1,0.5575828552246094
example_210,DOC21006,"Alternative surgical interventions for the management of obesity, specifically excluding bariatric surgery procedures","Bariatric surgery, encompassing a variety of distinct procedural forms, is universally recognized as the most effective and durable long-term therapeutic intervention available for the successful management of severe and morbid obesity.",1,0.006074488162994385
example_211,DOC21101,"Comprehensive rehabilitation methodologies for optimal stroke recovery, explicitly not involving traditional physical therapy","Speech-language pathology plays a pivotal and distinct role in aiding stroke survivors to effectively regain lost communication abilities, including speaking and understanding, and to address potentially life-threatening swallowing difficulties, crucial for their overall recovery and safety.",0,0.8793820738792419
example_211,DOC21102,"Comprehensive rehabilitation methodologies for optimal stroke recovery, explicitly not involving traditional physical therapy",Occupational therapy is specifically focused on meticulously improving an individual's ability to perform essential daily living activities (ADLs) and skillfully adapting their home and work environments to significantly enhance their independence and quality of life after a stroke.,0,0.8368600010871887
example_211,DOC21103,"Comprehensive rehabilitation methodologies for optimal stroke recovery, explicitly not involving traditional physical therapy","Conversely, intensive physical therapy remains unequivocally critical for the successful regaining of lost motor function, rebuilding muscle strength, and re-establishing balance and coordination following a cerebrovascular accident, forming the core of motor recovery.",1,0.707597017288208
example_211,DOC21104,"Comprehensive rehabilitation methodologies for optimal stroke recovery, explicitly not involving traditional physical therapy","A substantial majority of effective stroke rehabilitation programs are inherently centered around meticulously designed task-specific physical exercises, which are known to actively promote beneficial neuroplasticity and functional recovery within the damaged brain.",1,0.00919407606124878
example_211,DOC21105,"Comprehensive rehabilitation methodologies for optimal stroke recovery, explicitly not involving traditional physical therapy",Early mobilization and consistent adherence to a rigorous regimen of targeted physical rehabilitation exercises are universally considered key and independent predictors of optimal functional recovery and improved long-term outcomes for stroke patients.,1,0.01337897777557373
example_211,DOC21106,"Comprehensive rehabilitation methodologies for optimal stroke recovery, explicitly not involving traditional physical therapy",The strategic utilization of various assistive devices and specialized gait training are fundamental and common components seamlessly integrated into a comprehensive physical therapy program tailored specifically for stroke patients to optimize their walking ability.,1,0.004856228828430176
example_212,DOC21201,"Advanced medical management strategies for the progression of chronic kidney disease (CKD), explicitly not encompassing dialysis",Achieving strict blood pressure control through the judicious use of medications such as ACE inhibitors or ARBs is absolutely essential and a cornerstone in effectively slowing the relentless decline of kidney function and protecting residual renal capacity.,0,0.9365121722221375
example_212,DOC21202,"Advanced medical management strategies for the progression of chronic kidney disease (CKD), explicitly not encompassing dialysis","Implementing a carefully managed dietary protein restriction can significantly reduce the overall workload imposed upon the kidneys, thereby possessing the potential to meaningfully delay the inevitable progression toward the need for renal replacement therapy.",0,0.89211106300354
example_212,DOC21203,"Advanced medical management strategies for the progression of chronic kidney disease (CKD), explicitly not encompassing dialysis",Hemodialysis and peritoneal dialysis are unequivocally life-sustaining medical treatments specifically required for individuals suffering from end-stage renal disease (ESRD) when their native kidneys have completely failed to perform their vital functions.,1,0.00919407606124878
example_212,DOC21204,"Advanced medical management strategies for the progression of chronic kidney disease (CKD), explicitly not encompassing dialysis","Patients afflicted with advanced stages of chronic kidney disease frequently necessitate the initiation of dialysis to effectively remove accumulated waste products and meticulously control the excess fluid retention from their bloodstream, critical for survival.",1,0.021821558475494385
example_212,DOC21205,"Advanced medical management strategies for the progression of chronic kidney disease (CKD), explicitly not encompassing dialysis","Thorough and timely preparation for renal replacement therapy, which includes comprehensive patient education regarding the various available dialysis modalities, is critically important and becomes a necessary step as chronic kidney disease relentlessly progresses.",1,0.5378048419952393
example_212,DOC21206,"Advanced medical management strategies for the progression of chronic kidney disease (CKD), explicitly not encompassing dialysis",The complex decision to ultimately initiate dialysis is typically predicated upon a careful consideration of a patient's measured glomerular filtration rate (GFR) levels in conjunction with the presence and severity of debilitating uremic symptoms.,1,0.7463915944099426
example_213,DOC21301,Non-pharmacological therapeutic interventions for the effective treatment of migraines that are not drug-based,"Biofeedback therapy empowers individuals to learn conscious control over specific physiological responses, such as muscle tension or skin temperature, which can significantly contribute to a reduction in the frequency and intensity of debilitating migraine headaches.",0,0.9828311800956726
example_213,DOC21302,Non-pharmacological therapeutic interventions for the effective treatment of migraines that are not drug-based,"Acupuncture, an ancient therapeutic practice, has demonstrated encouraging promise as a valuable complementary therapy for both the prevention of recurrent migraines and the direct alleviation of acute migraine pain in several reputable studies.",0,0.7123023271560669
example_213,DOC21303,Non-pharmacological therapeutic interventions for the effective treatment of migraines that are not drug-based,"In stark contrast, triptans constitute a highly specialized class of prescription medications meticulously engineered to abort acute migraine attacks by precisely constricting dilated blood vessels in the brain, offering rapid symptomatic relief.",1,0.9375770092010498
example_213,DOC21304,Non-pharmacological therapeutic interventions for the effective treatment of migraines that are not drug-based,"Preventive medications, such as certain beta-blockers or specific antidepressants, are frequently prescribed to proactively reduce both the overall frequency and the debilitating severity of migraine headaches for chronic sufferers.",1,0.463164746761322
example_213,DOC21305,Non-pharmacological therapeutic interventions for the effective treatment of migraines that are not drug-based,"Readily available over-the-counter pain relievers, including common options like ibuprofen or acetaminophen, are widely and routinely employed for the effective management of mild to moderate migraine pain, offering accessible initial relief.",1,0.9895817041397095
example_213,DOC21306,Non-pharmacological therapeutic interventions for the effective treatment of migraines that are not drug-based,"The recent introduction of novel CGRP inhibitors represents a significant and transformative advancement in the pharmacological prophylaxis (prevention) of chronic migraines, offering a new targeted approach for complex cases.",1,0.15944892168045044
example_214,DOC21401,"Screening methodologies for the early detection of colorectal cancer, explicitly not involving colonoscopy procedures","Fecal immunochemical tests (FIT) are non-invasive screening tools that precisely detect hidden (occult) blood in stool samples, which can serve as an early indicator of the presence of precancerous polyps or nascent colorectal cancer, prompting further investigation.",0,0.805740237236023
example_214,DOC21402,"Screening methodologies for the early detection of colorectal cancer, explicitly not involving colonoscopy procedures","Advanced stool DNA tests meticulously analyze specific DNA mutations and detectable blood biomarkers present in stool samples, offering a sophisticated method for the early and non-invasive detection of colorectal cancer, providing molecular insights.",0,0.9540000557899475
example_214,DOC21403,"Screening methodologies for the early detection of colorectal cancer, explicitly not involving colonoscopy procedures","Conversely, colonoscopy is widely and unequivocally considered the definitive gold standard procedure for comprehensive colorectal cancer screening, primarily due to its unparalleled ability to directly visualize and simultaneously remove precancerous polyps.",1,0.8793820738792419
example_214,DOC21404,"Screening methodologies for the early detection of colorectal cancer, explicitly not involving colonoscopy procedures","During a colonoscopy, the entire length of the colon is meticulously examined for any abnormalities, which allows for the immediate performance of biopsies or the complete removal of any suspicious lesions, offering both diagnostic and therapeutic capabilities.",1,0.12037694454193115
example_214,DOC21405,"Screening methodologies for the early detection of colorectal cancer, explicitly not involving colonoscopy procedures","Regularly scheduled screening colonoscopies are strongly recommended by medical guidelines for individuals who have reached a certain age or possess specific risk factors for colorectal cancer, emphasizing its role in preventive care.",1,0.4274330735206604
example_214,DOC21406,"Screening methodologies for the early detection of colorectal cancer, explicitly not involving colonoscopy procedures","Thorough bowel preparation prior to a colonoscopy is absolutely essential to ensure a perfectly clear and unobstructed view of the colon lining, which is paramount for the accurate detection and identification of subtle abnormalities, ensuring procedural success.",1,0.6526545286178589
example_215,DOC21501,"Diverse fertility treatment options for addressing infertility, specifically excluding in vitro fertilization (IVF)","Ovulation-inducing medications, such as the widely prescribed clomiphene citrate, are frequently employed to therapeutically stimulate the production and release of eggs in women who experience ovulatory dysfunction, thereby enhancing their chances of conception.",0,0.9426082372665405
example_215,DOC21502,"Diverse fertility treatment options for addressing infertility, specifically excluding in vitro fertilization (IVF)","Intrauterine insemination (IUI) involves the precise and direct placement of a concentrated sample of prepared sperm into the uterus, strategically timed around ovulation, with the aim of significantly increasing the likelihood of successful fertilization and conception.",0,0.9375770092010498
example_215,DOC21503,"Diverse fertility treatment options for addressing infertility, specifically excluding in vitro fertilization (IVF)","In vitro fertilization (IVF) stands as a highly effective and extensively utilized assisted reproductive technology where the crucial process of fertilization occurs externally, in a specialized laboratory setting, outside the human body.",1,0.40898966789245605
example_215,DOC21504,"Diverse fertility treatment options for addressing infertility, specifically excluding in vitro fertilization (IVF)","Many couples grappling with long-standing and intractable infertility often make the decision to eventually pursue IVF after numerous attempts with less invasive and simpler fertility treatments have unfortunately proven unsuccessful, making it a common next step.",1,0.39921683073043823
example_215,DOC21505,"Diverse fertility treatment options for addressing infertility, specifically excluding in vitro fertilization (IVF)","The complex IVF process meticulously involves several distinct stages: controlled ovarian stimulation, precise egg retrieval, in-vitro fertilization within the laboratory, and finally, the careful transfer of resulting embryos back into the uterus.",1,0.3609420657157898
example_215,DOC21506,"Diverse fertility treatment options for addressing infertility, specifically excluding in vitro fertilization (IVF)","IVF is frequently considered the optimal and preferred treatment choice for couples facing severe forms of male factor infertility or those women diagnosed with irrevocably blocked or damaged fallopian tubes, offering a direct solution to these challenges.",1,0.01717168092727661
example_516,DOC21601,"Non-surgical interventions for carpal tunnel syndrome, without involving steroid injections","Wearing a wrist splint at night can effectively stabilize the wrist and alleviate pressure on the median nerve, reducing symptoms of carpal tunnel syndrome during sleep and facilitating healing.",0,0.9699094295501709
example_516,DOC21602,"Non-surgical interventions for carpal tunnel syndrome, without involving steroid injections","Engaging in specific nerve gliding exercises helps to improve the mobility of the median nerve within the carpal tunnel, which can reduce irritation and alleviate discomfort for individuals experiencing mild to moderate symptoms.",0,0.9478086829185486
example_516,DOC21603,"Non-surgical interventions for carpal tunnel syndrome, without involving steroid injections","Corticosteroid injections directly into the carpal tunnel are a common and often effective pharmacological treatment to reduce inflammation and temporarily relieve carpal tunnel syndrome symptoms, providing rapid but not always long-lasting relief.",1,0.9129367470741272
example_516,DOC21604,"Non-surgical interventions for carpal tunnel syndrome, without involving steroid injections","For patients experiencing significant pain and nerve compression, steroid injections are frequently considered as a valuable therapeutic option, aiming to quickly decrease swelling around the median nerve and improve function.",1,0.2943352460861206
example_516,DOC21605,"Non-surgical interventions for carpal tunnel syndrome, without involving steroid injections","Repeated corticosteroid injections may be given over time to manage recurrent carpal tunnel symptoms, though their long-term efficacy and potential side effects with frequent use are carefully monitored by clinicians.",1,0.2284458875656128
example_516,DOC21606,"Non-surgical interventions for carpal tunnel syndrome, without involving steroid injections","While offering swift symptomatic improvement, the temporary nature of steroid injections often means that underlying mechanical issues contributing to carpal tunnel syndrome may require further intervention.",1,0.911468505859375
example_517,DOC21701,Methods for managing benign prostatic hyperplasia (BPH) that are not pharmaceutical treatments,"Adopting lifestyle modifications, such as reducing fluid intake before bedtime and avoiding caffeine and alcohol, can significantly alleviate bothersome urinary symptoms associated with benign prostatic hyperplasia.",0,0.9757428169250488
example_517,DOC21702,Methods for managing benign prostatic hyperplasia (BPH) that are not pharmaceutical treatments,"Certain herbal remedies, notably saw palmetto extract, are sometimes explored by individuals as a natural approach to manage symptoms of BPH, though scientific evidence supporting their widespread efficacy varies.",0,0.965972900390625
example_517,DOC21703,Methods for managing benign prostatic hyperplasia (BPH) that are not pharmaceutical treatments,"Alpha-blockers, such as tamsulosin, are widely prescribed pharmaceutical agents that work by relaxing the muscles in the prostate and bladder neck, thereby improving urinary flow in men with BPH.",1,0.2581300735473633
example_517,DOC21704,Methods for managing benign prostatic hyperplasia (BPH) that are not pharmaceutical treatments,"5-alpha-reductase inhibitors, like finasteride, are another class of medications specifically used to shrink the prostate gland over time by blocking the conversion of testosterone, offering long-term symptom relief for BPH.",1,0.3825947642326355
example_517,DOC21705,Methods for managing benign prostatic hyperplasia (BPH) that are not pharmaceutical treatments,"Combination pharmacotherapy, involving both an alpha-blocker and a 5-alpha-reductase inhibitor, is often recommended for men with larger prostates and more severe BPH symptoms to achieve optimal outcomes.",1,0.0745430588722229
example_517,DOC21706,Methods for managing benign prostatic hyperplasia (BPH) that are not pharmaceutical treatments,"Anticholinergic medications or phosphodiesterase-5 inhibitors are sometimes added to the pharmaceutical regimen for BPH to address associated overactive bladder symptoms or erectile dysfunction, respectively.",1,0.5496050119400024
example_518,DOC21801,Approaches to manage gastroesophageal reflux disease (GERD) that are not medication-based,"Elevating the head of the bed by six to eight inches can physically help to prevent stomach acid from flowing back into the esophagus during sleep, significantly reducing nocturnal GERD symptoms.",0,0.7354211211204529
example_518,DOC21802,Approaches to manage gastroesophageal reflux disease (GERD) that are not medication-based,"Avoiding certain trigger foods, such as spicy dishes, fatty meals, chocolate, and peppermint, can substantially reduce the frequency and severity of acid reflux episodes for many individuals with GERD.",0,0.9333710670471191
example_518,DOC21803,Approaches to manage gastroesophageal reflux disease (GERD) that are not medication-based,"Proton pump inhibitors (PPIs), like omeprazole, are powerful pharmaceutical agents that significantly reduce stomach acid production, making them the most effective medical treatment for moderate to severe GERD.",1,0.06726574897766113
example_518,DOC21804,Approaches to manage gastroesophageal reflux disease (GERD) that are not medication-based,"H2-receptor blockers, such as famotidine, are another class of medications that decrease acid secretion in the stomach, providing relief for mild to moderate GERD symptoms and are often available over-the-counter.",1,0.23870760202407837
example_518,DOC21805,Approaches to manage gastroesophageal reflux disease (GERD) that are not medication-based,"Antacids offer quick, temporary relief from heartburn by neutralizing stomach acid, but they do not address the underlying causes of GERD and are typically used for infrequent symptoms.",1,0.7613659501075745
example_518,DOC21806,Approaches to manage gastroesophageal reflux disease (GERD) that are not medication-based,"For chronic or severe GERD, a long-term medication regimen involving daily PPIs is often necessary to prevent complications such as esophageal erosion or Barrett's esophagus.",1,0.00919407606124878
example_519,DOC21901,Methods for managing attention deficit hyperactivity disorder (ADHD) that are not reliant on stimulants,"Implementing consistent behavioral therapy strategies, including positive reinforcement and structured routines, can significantly improve organizational skills and reduce disruptive behaviors in children and adults with ADHD.",0,0.9007323980331421
example_519,DOC21902,Methods for managing attention deficit hyperactivity disorder (ADHD) that are not reliant on stimulants,"Neurofeedback training, a non-invasive brain-training technique, aims to teach individuals with ADHD to regulate their brainwave patterns, potentially leading to improvements in attention and impulse control over time.",0,0.9460536241531372
example_519,DOC21903,Methods for managing attention deficit hyperactivity disorder (ADHD) that are not reliant on stimulants,"Methylphenidate (e.g., Ritalin) and amphetamine-based medications (e.g., Adderall) are the most commonly prescribed stimulant drugs for ADHD, effectively increasing dopamine and norepinephrine in the brain to improve focus and reduce hyperactivity.",1,0.39921683073043823
example_519,DOC21904,Methods for managing attention deficit hyperactivity disorder (ADHD) that are not reliant on stimulants,"For many individuals with ADHD, stimulant medications are considered the first-line pharmacological treatment due to their rapid onset of action and high efficacy in managing core symptoms.",1,0.1337793469429016
example_519,DOC21905,Methods for managing attention deficit hyperactivity disorder (ADHD) that are not reliant on stimulants,The dosage and specific type of stimulant medication are carefully titrated by healthcare providers to achieve optimal therapeutic effects while minimizing potential side effects such as appetite suppression or sleep disturbances.,1,0.2683528661727905
example_519,DOC21906,Methods for managing attention deficit hyperactivity disorder (ADHD) that are not reliant on stimulants,"Long-acting stimulant formulations are often preferred for ADHD management to provide sustained symptom control throughout the day, avoiding the need for multiple doses.",1,0.00919407606124878
example_520,DOC22001,Strategies for chronic pain management not incorporating nerve blocks,"Cognitive Behavioral Therapy (CBT) for chronic pain helps patients develop coping mechanisms and reframe their thoughts about pain, leading to improved functional outcomes and reduced pain perception.",0,0.952688992023468
example_520,DOC22002,Strategies for chronic pain management not incorporating nerve blocks,"Engaging in therapeutic exercise and targeted physical activity, under the guidance of a professional, can significantly strengthen muscles, improve flexibility, and reduce chronic pain by promoting natural endorphin release.",0,0.7354211211204529
example_520,DOC22003,Strategies for chronic pain management not incorporating nerve blocks,"Nerve blocks, involving the injection of local anesthetics or steroids near specific nerves, are frequently used to interrupt pain signals and provide targeted relief for various chronic pain conditions, offering direct nerve-level intervention.",1,0.5091583132743835
example_520,DOC22004,Strategies for chronic pain management not incorporating nerve blocks,"For localized and intractable pain, diagnostic nerve blocks can help identify the precise source of pain before more permanent interventional procedures are considered, guiding further treatment strategies.",1,0.08576542139053345
example_520,DOC22005,Strategies for chronic pain management not incorporating nerve blocks,Repeated therapeutic nerve blocks may be administered as part of a comprehensive pain management plan to provide sustained relief and allow patients to participate more effectively in physical rehabilitation.,1,0.07651853561401367
example_520,DOC22006,Strategies for chronic pain management not incorporating nerve blocks,Specialized facet joint nerve blocks or epidural steroid injections are common interventional pain procedures that directly target specific nerves to alleviate back and neck pain originating from spinal structures.,1,0.6526545286178589
example_521,DOC22101,"Effective management of asthma symptoms, not including inhaled corticosteroids","Utilizing a short-acting beta-agonist (SABA) inhaler, such as albuterol, is crucial for rapid relief of acute asthma symptoms like wheezing and shortness of breath during an exacerbation.",0,0.4920366406440735
example_521,DOC22102,"Effective management of asthma symptoms, not including inhaled corticosteroids","Implementing an asthma action plan developed with a healthcare provider helps individuals recognize worsening symptoms and take appropriate steps to prevent severe attacks, including knowing when to use rescue medications.",0,0.23029720783233643
example_521,DOC22103,"Effective management of asthma symptoms, not including inhaled corticosteroids","Inhaled corticosteroids (ICS), such as fluticasone or budesonide, are the cornerstone of long-term control therapy for persistent asthma, effectively reducing airway inflammation and preventing future exacerbations.",1,0.006074488162994385
example_521,DOC22104,"Effective management of asthma symptoms, not including inhaled corticosteroids","For most patients with moderate to severe asthma, daily use of inhaled corticosteroids is recommended to maintain optimal lung function and minimize the need for rescue inhalers.",1,0.006074488162994385
example_521,DOC22105,"Effective management of asthma symptoms, not including inhaled corticosteroids",Combination inhalers that include both an inhaled corticosteroid and a long-acting beta-agonist (LABA) are often prescribed to provide more comprehensive asthma control.,1,0.026406288146972656
example_521,DOC22106,"Effective management of asthma symptoms, not including inhaled corticosteroids",Adherence to inhaled corticosteroid therapy is crucial for achieving sustained asthma control and preventing airway remodeling that can occur with poorly managed chronic inflammation.,1,0.006074488162994385
example_522,DOC22201,Diagnostic procedures for deep vein thrombosis (DVT) that do not use ultrasound imaging,"A D-dimer blood test is a highly sensitive screening tool that can help rule out deep vein thrombosis, as a negative result typically indicates that DVT is very unlikely, avoiding unnecessary further testing.",0,0.6255017518997192
example_522,DOC22202,Diagnostic procedures for deep vein thrombosis (DVT) that do not use ultrasound imaging,"Clinical prediction rules, such as the Wells' score for DVT, combine various risk factors and symptoms to estimate the pre-test probability of deep vein thrombosis, guiding subsequent diagnostic pathways.",0,0.9732738137245178
example_522,DOC22203,Diagnostic procedures for deep vein thrombosis (DVT) that do not use ultrasound imaging,"Compression ultrasonography of the lower extremities is the primary and most commonly used imaging modality for diagnosing deep vein thrombosis, allowing direct visualization of thrombi within veins.",1,0.028361380100250244
example_522,DOC22204,Diagnostic procedures for deep vein thrombosis (DVT) that do not use ultrasound imaging,"During a venous ultrasound, the sonographer applies pressure with the transducer to assess the compressibility of the veins; a lack of compressibility is a key indicator of DVT.",1,0.5396385788917542
example_522,DOC22205,Diagnostic procedures for deep vein thrombosis (DVT) that do not use ultrasound imaging,"For suspected DVT, duplex ultrasound combines B-mode imaging with Doppler flow studies to evaluate both the structure of the veins and the characteristics of blood flow, enhancing diagnostic accuracy.",1,0.014014601707458496
example_522,DOC22206,Diagnostic procedures for deep vein thrombosis (DVT) that do not use ultrasound imaging,"While non-invasive and readily available, a negative ultrasound result does not entirely exclude DVT, especially in the calf veins, and clinical judgment often guides repeat imaging or further investigation.",1,0.4257194995880127
example_523,DOC22301,Strategies for managing insomnia that do not involve prescription sleep medications,"Practicing strict sleep hygiene, including maintaining a consistent sleep schedule, creating a comfortable sleep environment, and avoiding late-night caffeine or screen time, can significantly improve sleep quality for those with insomnia.",0,0.8647277355194092
example_523,DOC22302,Strategies for managing insomnia that do not involve prescription sleep medications,"Cognitive Behavioral Therapy for Insomnia (CBT-I) is a highly effective, non-pharmacological treatment that helps individuals identify and change problematic thoughts and behaviors related to sleep, leading to lasting improvements.",0,0.9726356267929077
example_523,DOC22303,Strategies for managing insomnia that do not involve prescription sleep medications,"Zolpidem (Ambien) and eszopiclone (Lunesta) are common prescription hypnotics used to induce and maintain sleep, acting on GABA receptors in the brain to promote sedation and are often prescribed for short-term insomnia.",1,0.5112636685371399
example_523,DOC22304,Strategies for managing insomnia that do not involve prescription sleep medications,"Benzodiazepines, such as lorazepam, are also prescribed for insomnia, though their use is generally limited due to risks of dependence and withdrawal symptoms, particularly with long-term use.",1,0.4923862814903259
example_523,DOC22305,Strategies for managing insomnia that do not involve prescription sleep medications,"Newer orexin receptor antagonists, like suvorexant, represent a different class of prescription sleep medication that works by blocking wakefulness signals in the brain, offering an alternative for chronic insomnia.",1,0.985855221748352
example_523,DOC22306,Strategies for managing insomnia that do not involve prescription sleep medications,"While effective in the short term, the long-term use of most prescription sleep medications can lead to tolerance, dependence, and rebound insomnia upon discontinuation, necessitating careful management.",1,0.9742281436920166
example_526,DOC22601,Early detection methods for breast cancer that do not involve mammography,Clinical breast examinations (CBE) performed by a healthcare professional involve a thorough physical assessment of the breasts and underarm areas to detect any lumps or changes that might indicate breast cancer.,0,0.9895817041397095
example_526,DOC22602,Early detection methods for breast cancer that do not involve mammography,"Breast self-awareness encourages women to be familiar with the normal look and feel of their breasts so they can report any new or unusual changes to their doctor promptly, potentially leading to earlier detection.",0,0.8193501234054565
example_526,DOC22603,Early detection methods for breast cancer that do not involve mammography,"Mammography, utilizing low-dose X-rays of the breast, remains the gold standard for breast cancer screening, capable of detecting abnormal growths and microcalcifications often before they can be felt.",1,0.6208291053771973
